block	pop	Singletons	Doubletons	MAC=3-5	MAC=6-10	MAC=11-20	MAC=21-MAF005	MAF005-MAF01	rep	data
100	EAS	24	14	26	29	47	61	15	50	Original HAPGEN2
100	EAS	37	16	22	35	31	66	13	51	Original HAPGEN2
100	EAS	34	26	32	33	40	59	4	52	Original HAPGEN2
100	EAS	29	15	35	34	35	64	7	53	Original HAPGEN2
100	EAS	26	18	28	26	30	61	11	54	Original HAPGEN2
100	EAS	26	13	25	29	30	72	9	55	Original HAPGEN2
100	EAS	30	16	31	37	30	61	11	56	Original HAPGEN2
100	EAS	31	24	27	35	31	62	11	57	Original HAPGEN2
100	EAS	26	27	30	45	35	58	8	58	Original HAPGEN2
100	EAS	34	21	25	34	30	62	9	59	Original HAPGEN2
100	EAS	26	13	35	34	32	63	11	60	Original HAPGEN2
100	EAS	23	17	26	36	43	56	6	61	Original HAPGEN2
100	EAS	41	15	28	34	31	68	12	62	Original HAPGEN2
100	EAS	27	11	33	36	36	54	8	63	Original HAPGEN2
100	EAS	40	17	25	28	38	55	15	64	Original HAPGEN2
100	EAS	34	13	27	37	30	69	8	65	Original HAPGEN2
100	EAS	39	13	32	36	32	63	8	66	Original HAPGEN2
100	EAS	30	14	43	32	24	67	8	67	Original HAPGEN2
100	EAS	33	12	33	33	25	73	9	68	Original HAPGEN2
100	EAS	37	13	31	26	50	59	8	69	Original HAPGEN2
100	EAS	44	22	21	32	28	68	4	70	Original HAPGEN2
100	EAS	27	18	43	25	47	56	12	71	Original HAPGEN2
100	EAS	24	19	33	28	38	60	12	72	Original HAPGEN2
100	EAS	27	15	39	28	32	66	8	73	Original HAPGEN2
100	EAS	34	14	41	22	41	58	7	74	Original HAPGEN2
100	EAS	36	15	24	38	43	53	11	75	Original HAPGEN2
100	EAS	35	16	42	33	34	61	8	76	Original HAPGEN2
100	EAS	18	15	34	35	45	57	10	77	Original HAPGEN2
100	EAS	30	20	41	38	40	53	13	78	Original HAPGEN2
100	EAS	23	17	31	41	33	57	13	79	Original HAPGEN2
100	EAS	29	10	38	26	36	69	9	80	Original HAPGEN2
100	EAS	32	22	29	23	30	72	6	81	Original HAPGEN2
