block	pop	downsample	exp_all	obs_all	exp_syn	obs_syn	exp_mis	obs_mis	exp_lof	obs_lof
18	sas	2000	618.371343690808	516.670460682806	192.837972629777	222.890336596399	405.199952965001	292.780124086407	NA	NA
18	sas	3070	821.328506186897	703.159328701108	255.841618500209	285.843654713729	538.319059909349	415.315673987379	NA	NA
18	sas	5000	1119.76888438074	961.304907246551	347.998454722559	369.524675883805	734.311192310133	588.855103157618	NA	NA
18	sas	5040	1125.50482881673	968.107046283984	349.749932134509	372.425745402521	738.094326940509	592.756172676335	NA	NA
18	sas	8128	1507.78849498431	1330.34307127032	467.024834769759	514.809894500252	989.524185914745	808.257847585517	NA	NA
18	sas	9197	1622.66659273966	1425.90207271949	502.124621456363	551.991100642869	1065.15575033571	866.635642892071	NA	NA
18	sas	10000	1704.65261291565	1508.01205356963	527.127281343692	578.419930781228	1119.13858615944	919.316793603852	NA	NA
18	sas	10824	1785.94053225677	1593.86525003554	551.804867165965	613.620842661122	1172.739663273	968.969078189869	NA	NA
18	sas	15000	2152.44123885485	1884.19387187412	662.871390541554	706.230768080425	1414.43247450165	1161.83751819889	NA	NA
18	sas	15308	2177.38378998791	1908.44454678719	670.396573344921	714.655840854718	1430.89873100784	1176.66312033767	NA	NA
25	afr	10	14.609684397939	1	4.48631017276297	1	9.56631559179539	0	0.557058633380588	NA
25	afr	20	28.0611719663158	7	8.59316987964232	3	18.3804967854755	4	1.08750530119794	NA
25	afr	50	60.5468635328935	33.3106002367951	18.5072964212596	15	39.6710303149631	17.3106002367951	2.36853679667082	NA
25	afr	100	100.699424879569	50.285365495011	30.7769942194302	22	65.9888240544498	27.285365495011	3.93360660568874	NA
25	afr	200	162.144373581537	90.5606879745082	49.5272993879563	32.511175207272	106.294451915366	57.0495127672362	6.32262227821422	NA
25	afr	500	288.292314776114	167.075615649649	88.0966436805326	62.1790926965616	188.966545443048	103.896522953087	11.2291256525337	NA
25	afr	1000	435.544015026616	263.162045910586	133.023286520772	97.5553541431949	285.516733178852	163.606691767392	17.0039953269924	NA
25	afr	2000	654.903367473606	427.405843100654	199.863429476337	173.855911364476	429.352234978366	247.549931736178	25.6877030189022	NA
25	afr	3070	841.004236641241	539.738793751993	256.405414006904	217.647118235446	551.420664087725	313.091675516548	33.178158546612	NA
25	afr	5000	1110.26160144319	718.861126417342	337.995692729512	283.719938133558	728.060611279203	426.141188283784	44.2052974344749	NA
25	afr	5040	1115.20296585263	727.810656933774	339.47940432146	286.694703391774	731.311544675843	432.115953542	44.4120168553314	NA
25	afr	8128	1452.42751948272	978.99584884833	441.123648027924	388.815108446214	952.716370843977	572.512822912826	58.5875006108233	NA
25	eas	10	7.27634419975881	7	2.2219162473999	4	4.77916778897436	3	0.275260163384551	NA
25	eas	20	14.0401317473184	14.7893820140092	4.28674999398828	6.97476525821596	9.21357983688322	7.81461675579323	0.539801916446894	NA
25	eas	50	33.1798694763294	26.7893820140092	10.1625613726606	10.974765258216	21.7492030614438	15.8146167557932	1.26810504222504	NA
25	eas	100	60.3933178774487	41.6039987698024	18.4973926005971	19.974765258216	39.5772160026661	20.6292335115865	2.31870927418556	NA
25	eas	200	105.106676249158	60.9398337483815	32.1900514303812	28.974765258216	68.8689380912448	30.9650684901656	4.04768672753154	NA
25	eas	500	205.475132393958	122.296194284544	62.9691258823599	52.9242957746479	134.618509467491	68.3718985098962	7.88749704410637	NA
25	eas	1000	327.691973054704	193.621986247609	100.351338904283	81.688443046873	214.729100705228	109.933543200736	12.611533445193	NA
25	eas	2000	513.793232421305	311.746143769918	157.187358228792	127.403945692491	336.7366289897	179.342198077428	19.8692452028123	NA
25	eas	3070	668.365082561698	430.441745505065	204.309535771888	176.27777198357	438.078028398629	246.57709408887	25.9775183911816	NA
25	eas	5000	892.359683114002	569.490198802022	272.208565385578	227.591778440771	585.08624075413	333.311540928627	35.0648769742945	NA
25	eas	5040	896.424511194732	571.490198802022	273.450302665996	227.591778440771	587.748720082692	335.311540928627	35.2254884460449	NA
25	eas	8128	1177.24916367649	805.31273963277	358.307380607776	300.278537370251	772.110533039696	491.447322829894	46.8312500290213	NA
25	eas	9197	1262.21644070685	867.466597587547	383.959560652697	318.253302628467	827.871884495457	533.626415526456	50.3849955586942	NA
25	global	10	4.07173021894191	3	1.24715053977926	0	2.67207377923557	3	0.152505899927083	NA
25	global	20	8.09895920231253	4	2.47548991915178	0	5.31541165341342	4	0.308057629747327	NA
25	global	50	23.1550230527547	13	7.08695142540665	5	15.1840692896824	8	0.884002337665702	NA
25	global	100	46.6182744080952	29.8146167557932	14.2683627657401	12.8146167557932	30.5635296412218	17	1.7863820011333	NA
25	global	200	91.5420276408778	46.1656434606425	28.0493045461123	21.3510267048493	59.9815991310551	24.8146167557932	3.5111239637104	NA
25	global	500	211.842158283607	123.732621982796	64.8070941409763	50.3005572212812	138.828213348026	73.4320647615147	8.206850794605	NA
25	global	1000	383.362855555292	233.681195782896	117.238509668528	100.199618254145	251.215139003862	131.481577528751	14.9092068829016	NA
25	global	2000	643.970977868566	381.52883061586	196.446139468256	166.50550930674	422.23366870685	209.02332130912	25.29116969346	NA
25	global	3070	877.660326296379	538.301004716987	267.376003909009	222.145307727005	575.539631217173	309.155696989982	34.7446911701962	NA
25	global	5000	1222.24203777285	765.329903350937	371.614445078412	315.650192386632	801.658737107192	439.679710964305	48.9688555872489	NA
25	global	5040	1228.89323331787	770.329903350937	373.609903264266	318.650192386632	806.02890785735	441.679710964305	49.2544221962508	NA
25	global	8128	1666.60111178672	1049.83252833044	505.139377612479	415.22607208741	1093.54644358271	619.606456243026	67.9152905915378	NA
25	global	9197	1802.00455655998	1153.48411225657	545.554819109507	462.366480806269	1182.60681842072	673.117631450298	73.8429190297521	NA
25	global	10000	1895.02789598219	1242.19428107087	573.330683519061	491.953360238893	1243.75095177203	731.240920831978	77.946260691096	NA
25	global	10824	1985.51162291338	1322.30945504795	600.28273052681	512.557359008695	1303.23761178655	788.75209603925	81.9912806000274	NA
25	global	15000	2406.30493093123	1654.27789955577	725.052340625659	637.890309660034	1580.16813949575	985.090438894862	101.08445080982	NA
25	global	15308	2434.18738421868	1673.2274300722	733.28240442502	644.86507491825	1598.54346738654	997.065204153078	102.361512407122	NA
25	global	17296	2611.15425555686	1792.04003064139	785.484624337138	688.010714714474	1715.06376415941	1067.87886419254	110.605867060312	NA
25	global	20000	2832.76502888084	1982.82739646878	850.522101948002	765.082577896255	1861.13022627619	1179.59436683816	121.112700656646	NA
25	global	25000	3197.72002295382	2292.94849872154	957.298989378794	879.505467782884	2101.6706335426	1368.29257920428	138.75040003243	NA
25	global	30000	3518.49739191053	2563.6268101772	1050.38052146465	994.533152028741	2313.40317510606	1516.460672169	154.713695339821	NA
25	global	35000	3810.8627596162	2820.26843345442	1134.8382190747	1077.63120666864	2506.46467805115	1681.00424080633	169.559862490357	NA
25	global	40000	4079.98381483653	3051.10967498579	1212.24151659147	1166.06667765056	2684.2797230427	1815.82313192316	183.462575202359	NA
25	global	45000	4327.23535301528	3285.18597365551	1282.97282242377	1247.4671143687	2847.79745857041	1958.49899387474	196.465072021096	NA
25	global	50000	4558.3096656358	3499.40698560787	1348.8347694011	1322.68018185876	3000.69941906752	2093.50693833703	208.775477167181	NA
25	global	55000	4774.95110711452	3674.54197191971	1410.49170390674	1374.17161728247	3144.03239314485	2212.15048922517	220.427010062941	NA
25	global	56885	4851.04378280378	3733.32506338608	1432.00997815643	1389.7638305464	3194.46531642875	2252.34136742759	224.5684882186	NA
25	global	60000	4977.72965785906	3844.01096835317	1467.85422550555	1414.68812632105	3278.38991291999	2335.10297662004	231.485519433522	NA
25	global	65000	5174.03392678297	4009.60394700379	1523.29294313095	1475.76277107612	3408.47442110144	2433.62131051559	242.266562550587	NA
25	global	70000	5362.3856935969	4171.76574942086	1576.36416497914	1527.03809355562	3533.32866807419	2536.53302519494	252.692860543568	NA
25	global	75000	5537.91488709523	4354.46708960774	1625.65262097056	1586.64391718238	3649.75157480484	2653.62854175506	262.510691319826	NA
25	global	80000	5707.69757144606	4497.84762541541	1673.25145844115	1644.69683617003	3762.38161375053	2735.95615857509	272.064499254386	NA
25	global	85000	5869.40758454429	4657.15987956685	1718.41479212512	1710.96053427056	3869.7467430235	2824.3367971367	281.246049395661	NA
25	global	90000	6026.93444147217	4801.51518063274	1762.46440548461	1761.0775331046	3974.27291284438	2916.57509936855	290.197123143174	NA
25	global	95000	6177.94840404516	4969.19627366169	1804.55950637091	1817.13872862375	4074.53695163099	3019.19499687835	298.851946043253	NA
25	global	100000	6323.76224714341	5096.33221668986	1844.99774702436	1855.06484925536	4171.48944205954	3105.59020251912	307.275058059508	NA
25	global	110000	6602.66825554015	5330.95496832415	1922.46754721682	1938.37272629182	4356.79186519357	3246.90507711695	323.408843129762	NA
25	global	120000	6866.03430282056	5573.66216423551	1995.40612208471	2012.25387239808	4531.89811501255	3409.06320943276	338.730065723304	NA
25	global	125748	7009.87372085398	5709.48496894711	2035.08834360065	2054.96953617061	4627.60854304565	3495.17035037184	347.17683420768	159.345082404668
25	nfe	10	2.88286159149929	0	0.886133360740942	0	1.88794159130362	0	0.108786639454731	NA
25	nfe	20	5.65077994049464	0	1.7256062704114	0	3.7059420200047	0	0.21923165007854	NA
25	nfe	50	14.9803504168454	5.56164469084008	4.58960241517719	2.56164469084008	9.81650678027772	3	0.574241221390454	NA
25	nfe	100	29.6914565366123	8.56164469084008	9.1031301031415	4.56164469084008	19.4584714990827	4	1.12985493438811	NA
25	nfe	200	57.3064904076169	23.536409949056	17.567372097739	10.536409949056	37.5493964197286	13	2.18972189014924	NA
25	nfe	500	133.403969115495	67.4354709819199	40.9110413587521	30.4607057237039	87.3882847468915	36.974765258216	5.10464300985106	NA
25	nfe	1000	242.438797845267	129.284062531216	74.2365388551475	64.3345320147837	158.90787994353	63.9495305164319	9.29437904658963	NA
25	nfe	2000	427.040708942501	254.72170461756	130.597853862541	117.710793461417	279.938772176276	136.010911156143	16.5040829036836	NA
25	nfe	3070	595.173908978155	362.589240360994	181.768820706777	150.171499185121	390.259141800662	208.417741175873	23.1459464707158	NA
25	nfe	5000	859.317727535917	544.190354803557	262.034016090395	212.261438420411	563.51251876776	322.928916383145	33.7711926777615	NA
25	nfe	5040	864.079543698168	546.190354803557	263.471282173144	213.261438420411	566.638631110395	323.928916383145	33.9696304146278	NA
25	nfe	8128	1213.11860784701	800.944531611471	368.883397159096	294.580939835831	795.830666349316	490.548975019846	48.4045443385961	NA
25	nfe	9197	1319.54213936244	883.928280414921	400.90980489257	319.638568007673	865.753824168185	546.475095651455	52.878510301686	NA
25	nfe	10000	1396.95663131133	941.846285641924	424.217871365952	341.045398027404	916.585863832265	580.986270858727	56.152896113109	NA
25	nfe	10824	1473.41372921167	997.733722295829	447.161847478736	362.58180797646	966.836585583075	614.337297563576	59.4152961498593	NA
25	nfe	15000	1818.07434318929	1263.28341053849	550.208012322253	458.067748441948	1193.44805364606	776.733127851461	74.4182772209796	NA
25	nfe	15308	1840.45787057104	1280.87028997112	556.859004631194	459.067748441948	1208.17639355954	793.320007284085	75.4224723803096	NA
25	nfe	17296	1987.40529139456	1388.49663915546	600.556843541355	500.01727895838	1304.87271780711	855.996825952	81.9757300460995	NA
25	nfe	20000	2175.39140153228	1545.51803285367	656.299651678667	559.064864114708	1428.62696404739	950.970634493884	90.4647858062204	NA
25	nfe	25000	2483.75650526584	1798.51628054792	747.38932639852	647.407775414951	1631.66005168071	1103.62597088788	104.707127186603	NA
25	nfe	30000	2757.89860469941	2024.46754734561	827.918647385123	723.520065064786	1812.32576375152	1246.46494803574	117.654193562771	NA
25	nfe	35000	3009.92832348423	2235.62934976268	901.717561643377	809.9474206421	1978.48441967951	1363.22462961728	129.726342161342	NA
25	nfe	40000	3236.09847593809	2426.03258223235	967.639585522462	881.546953721218	2127.65888025755	1477.36041151855	140.800010158074	NA
25	nfe	45000	3448.55188351591	2614.80491746039	1029.28295178233	948.061881396358	2267.89165090107	1594.80320231565	151.377280832517	NA
25	nfe	50000	3646.92462375295	2786.68875656423	1086.62829167193	1008.44870775167	2398.916699635	1700.48559830839	161.379632446024	NA
25	nfe	55000	3832.68103161105	2958.63286467365	1140.11990438285	1068.25703395982	2521.74188415957	1807.62138020966	170.819243068633	NA
25	nfe	56885	3898.08627843418	3007.69416294675	1158.9074490279	1085.07165071561	2564.98183349868	1837.86806172696	174.196995907595	NA
25	sas	10	6.39314742268965	8	1.97350040376148	3	4.1788970441018	5	0.240749974826372	NA
25	sas	20	12.7432323872389	11.8146167557932	3.91380709968127	5.81461675579323	8.33755936527656	6	0.491865922281058	NA
25	sas	50	31.2037397668469	18.8146167557932	9.57901589909968	5.81461675579323	20.424888196554	13	1.19983567119318	NA
25	sas	100	58.3572400251505	35.7893820140092	17.8817063745788	11.8146167557932	38.2217978110469	23.974765258216	2.2537358395248	NA
25	sas	200	106.026395612544	63.3815952779466	32.481963869572	20.7893820140092	69.4531911807227	41.5922132639374	4.09124056224881	NA
25	sas	500	214.962134566736	121.682152499228	65.818293224282	48.1656434606425	140.831619150103	71.5165090385853	8.31222219235045	NA
25	sas	1000	355.118883935536	214.810775712221	108.766005495207	87.5166701654918	232.629040973321	125.29410554673	13.7238374670082	NA
25	sas	2000	570.615012670011	376.7053710544	174.540646327553	148.00261063098	373.886237081925	223.888143667628	22.1881292605333	NA
25	sas	3070	757.32344091428	518.728853490427	231.424934761651	204.013439420513	496.286316017649	306.900797314121	29.61219013498	NA
25	sas	5000	1031.24693692288	725.509060629551	314.530468021504	293.543558821924	675.979150675395	419.150885051834	40.7373182259862	NA
25	sas	5040	1036.50465031827	731.509060629551	316.111943641883	298.543558821924	679.441778493796	420.150885051834	40.95092818259	NA
25	sas	8128	1386.91523306098	979.761841364853	421.889167544676	379.845940900165	909.45920880921	578.101283708895	55.5668567070963	NA
25	sas	9197	1491.86728434724	1055.3461827177	453.456852151919	401.513858389455	978.402038770928	630.017707572453	60.0083934243982	NA
25	sas	10000	1566.79747861509	1106.33989217006	475.959889718051	424.025033596727	1027.6101699232	658.500241817536	63.227418973833	NA
25	sas	10824	1640.95728317876	1150.74138835847	498.163362752764	439.611913029351	1076.35588809391	687.314858573329	66.4380323320929	NA
25	sas	15000	1975.20274449767	1405.50438758472	598.054939087228	532.4057305313	1296.04822140676	840.616122808332	81.0995840036882	NA
25	sas	15308	1997.88058117561	1418.45391810115	604.801202787717	539.380495789516	1310.96931788894	846.590888066548	82.1100604989549	NA
33	afr	10	25.2581278953054	9.89400440840925	6.80068626501392	3	17.7918969148777	6.89400440840925	NA	NA
33	afr	20	49.2436425431597	34.7022937496898	13.2549897359855	8.86625194401244	34.684711444345	25.8360418056774	NA	NA
33	afr	50	107.248851938276	66.0875659467699	28.8805306124143	23.3079964308586	75.5208884962417	42.7795695159112	NA	NA
33	afr	100	178.181101399124	114.842346203342	47.958822338628	42.0700611015443	125.490124922459	71.7722851017974	NA	NA
33	afr	200	286.701781456164	194.732657968028	77.112423256881	68.8794304646979	201.96772507321	122.905321139993	NA	NA
33	afr	500	509.284634139777	373.137941865247	137.072926261123	130.259067619187	358.68662977091	238.930967882723	NA	NA
33	afr	1000	770.989009778213	567.617760964317	207.418514352438	190.389430031127	543.073255097525	369.280424569854	NA	NA
33	afr	2000	1164.06614394484	870.222405423936	313.095348140309	282.290579691758	819.979105417373	576.088106642167	NA	NA
33	afr	3070	1502.3078236981	1165.05052312206	403.881965055998	370.152753724585	1058.3532617752	778.581138530596	NA	NA
33	afr	5000	1999.07917200845	1609.88538939822	537.135173149461	498.35715421371	1408.47282297997	1085.36476510282	NA	NA
33	afr	5040	2008.38358752147	1617.88358107996	539.614398366849	502.35715421371	1415.04369357953	1089.36295678455	NA	NA
33	afr	8128	2644.16529081092	2158.83241915932	709.365636306076	670.246297625225	1863.74929681395	1451.18348229558	NA	NA
33	eas	10	12.566331379744	13.5972655190716	3.35872946272822	7	8.87300358990059	5.5972655190716	NA	NA
33	eas	20	24.5809559217311	23.3575218714933	6.59803900948581	8.86444362574843	17.3291301476758	13.4930782457449	NA	NA
33	eas	50	57.7460034205809	46.612788655092	15.5665817555267	13.8644436257484	40.6540719215481	31.7483450293435	NA	NA
33	eas	100	105.44293590022	77.5512094158321	28.4324923010671	26.8626353074844	74.2244563066158	49.6885741083477	NA	NA
33	eas	200	184.0049793651	153.92045594363	49.658080653115	50.3775970515576	129.486021627689	102.542858892072	NA	NA
33	eas	500	358.576969332348	295.678312713053	96.7681041122812	98.3681811983978	252.345988452414	195.310131514656	NA	NA
33	eas	1000	573.229258074763	476.713111611849	154.592525606501	157.442118584234	403.486458429112	313.27248334058	NA	NA
33	eas	2000	902.327646308247	746.325390300421	243.082874513699	249.834719895616	635.342859673418	488.492160717771	NA	NA
33	eas	3070	1178.87472485639	981.769942482258	317.462920568393	311.739588183139	830.133524224154	655.503542725293	NA	NA
33	eas	5000	1588.83188851741	1371.60466302071	427.220330932353	432.808230506265	1119.27516923787	921.269620940618	NA	NA
33	eas	5040	1596.08314938258	1378.60622308311	429.184392550256	437.809790568668	1124.37055164291	922.269620940618	NA	NA
33	eas	8128	2118.20746686472	1849.86530150497	568.763796654398	581.24882163695	1492.75272850593	1243.61346004406	NA	NA
33	eas	9197	2277.68972751378	1988.89618945928	611.420883264574	621.931411537417	1605.24565545422	1340.96175809791	NA	NA
33	global	10	6.97448513841967	2	1.87263704328268	1	4.91749913334013	1	NA	NA
33	global	20	14.0619425210289	6	3.7765284701776	2	9.91235384028738	4	NA	NA
33	global	50	40.2667902724508	20.9387387660384	10.8351644423825	6	28.3659515938679	13.9387387660384	NA	NA
33	global	100	81.2832226545911	52.473345023977	21.8797025477022	18.9985096870343	57.2521177668827	32.4748353369428	NA	NA
33	global	200	159.673042701082	119.619387334192	43.0772114818836	37.8630230622195	112.380796566335	80.7563642719725	NA	NA
33	global	500	372.589900150539	286.728045795162	100.410459608444	76.3488343147245	262.30982552477	207.380701793403	NA	NA
33	global	1000	676.375946566367	520.406292061378	182.295638195258	156.782388443594	476.151561911569	356.729581204077	NA	NA
33	global	2000	1146.05433182181	888.038912636884	308.144737695157	266.996080579072	807.373217655057	611.148509644104	NA	NA
33	global	3070	1572.49674549066	1222.5995769419	422.477205968815	358.783148080703	1108.00978788913	847.526656380675	NA	NA
33	global	5000	2212.25895310315	1777.98842538609	593.734035622796	538.805332995984	1559.19654027126	1214.41891781975	NA	NA
33	global	5040	2225.06241952799	1792.93484143646	597.165393522714	545.805332995984	1568.21840908943	1222.36533387012	NA	NA
33	global	8128	3060.79475577517	2564.77171160565	819.960504660611	782.168098767852	2158.26865506102	1747.94362554077	NA	NA
33	global	9197	3325.35017020339	2817.59513555469	890.114979054381	864.592338566965	2345.34242375752	1915.39490332736	NA	NA
33	global	10000	3508.20059156381	2987.02105231216	938.699382940715	923.95772469012	2474.54928837641	2024.45543396167	NA	NA
33	global	10824	3688.11087089133	3137.45361765503	986.4798490035	969.705358843947	2601.68282992241	2124.19575741861	NA	NA
33	global	15000	4536.23327773481	3874.64014661024	1210.84691783357	1177.94115124057	3201.71854364894	2641.19702755146	NA	NA
33	global	15308	4592.89094038287	3929.74948281679	1225.76151310894	1191.80896324699	3241.86574173061	2682.4385517516	NA	NA
33	global	17296	4957.74734279107	4271.7665778775	1322.08886493926	1290.69450898044	3500.11701989383	2919.62219471551	NA	NA
33	global	20000	5421.75001274631	4719.9692355669	1444.08960117604	1412.6252717523	3828.95082201893	3233.57596845322	NA	NA
33	global	25000	6198.51981739057	5418.17745928445	1648.27648441937	1597.86627101836	4379.41023545693	3737.64738017803	NA	NA
33	global	30000	6899.19456036832	6033.63893982678	1831.59978539355	1789.24614824592	4876.593781469	4154.25277524267	NA	NA
33	global	35000	7549.21233880941	6587.98181348226	2001.39753029889	1933.24748221629	5338.01184673199	4554.59869358088	NA	NA
33	global	40000	8156.53476177081	7123.52651280836	2159.70660584346	2070.51112512946	5769.36892563307	4941.45744154064	NA	NA
33	global	45000	8723.52880030782	7635.75271830574	2307.00337992849	2218.86429214143	6172.47936117518	5294.43615761235	NA	NA
33	global	50000	9259.44641245828	8153.54192755672	2446.02088772545	2361.56114074194	6553.64199361555	5659.11356908868	NA	NA
33	global	55000	9765.79537624516	8591.85905277871	2577.30854238047	2496.58737081294	6913.81286291206	5952.92850208744	NA	NA
33	global	56885	9945.64672482586	8740.38028589831	2623.76456720047	2535.66794226023	7041.88251144982	6058.52982332284	NA	NA
33	global	60000	10245.7960639846	9016.78944592184	2701.22890874264	2608.99434349145	7255.67528557034	6259.61258211514	NA	NA
33	global	65000	10713.5960422495	9434.72108894955	2821.99691092903	2731.81226500043	7588.8421033314	6551.72630363388	NA	NA
33	global	70000	11165.2630553654	9845.62975081362	2938.41380486209	2849.6179946828	7910.66321344637	6835.82923581558	NA	NA
33	global	75000	11590.2569487966	10200.446052784	3047.79341585746	2955.62968600553	8213.60539320892	7076.78856731082	NA	NA
33	global	80000	12003.4240488698	10591.8793404598	3154.00546466118	3065.44795495946	8508.21559199062	7355.40358603269	NA	NA
33	global	85000	12400.1275368997	10969.425882928	3255.7627708955	3167.72473097955	8791.26782545782	7622.67335248081	NA	NA
33	global	90000	12786.8392638619	11322.3516036596	3355.16143475772	3276.32870250949	9067.00546971563	7862.2034762291	NA	NA
33	global	95000	13160.5225024317	11691.7900989967	3451.03292906791	3370.65579302955	9333.59904301791	8130.44862910217	NA	NA
33	global	100000	13523.9507205743	12037.1356261883	3543.85367035599	3475.53161449992	9593.23376896357	8363.52132469416	NA	NA
33	global	110000	14219.5933872142	12734.915511975	3721.9005280754	3677.1659841671	10089.8710735971	8840.76495788764	NA	NA
33	global	120000	14879.4854655938	13384.6102382988	3890.28844248147	3853.0018994156	10561.4217544436	9301.67315862305	NA	NA
33	global	125748	15243.1607744265	13715.6485803414	3982.93992206406	3933.4278647103	10821.4168238778	9544.33762900752	NA	NA
33	nfe	10	4.95619117077122	2.99819168173599	1.3395335940726	0	3.48666116181295	2.99819168173599	NA	NA
33	nfe	20	9.95723070723175	4.99638336347197	2.67607551703941	0	7.01637040113639	4.99638336347197	NA	NA
33	nfe	50	26.1308305550211	18.9901963921052	7.05195087510084	3	18.3891651335183	15.9901963921052	NA	NA
33	nfe	100	51.4558038413487	40.2978748176655	13.874964130395	10.9941310339315	36.2240271969817	29.303743783734	NA	NA
33	nfe	200	99.707342158494	80.3416543672117	26.9253630640671	19.8082893412806	70.153855107481	59.5333650259311	NA	NA
33	nfe	500	232.191570509454	196.559233139249	62.7095204999859	52.653568493693	163.364333631112	140.957758282219	NA	NA
33	nfe	1000	422.711180804303	362.995864604478	113.856642598857	100.309690851031	297.676116925384	258.73826739011	NA	NA
33	nfe	2000	749.611987015201	632.651717305131	201.749135512378	174.957490149156	527.986768280119	448.746320792639	NA	NA
33	nfe	3070	1050.39924948345	912.529484576961	282.371719056341	266.194600884352	740.096512745478	634.386977329273	NA	NA
33	nfe	5000	1530.05809704901	1352.50945126161	411.060429230281	389.283663789305	1078.18831344751	945.383876700558	NA	NA
33	nfe	5040	1538.99460888189	1358.37272257969	413.450941967776	392.148425420352	1084.4913194793	948.382386387592	NA	NA
33	nfe	8128	2188.32880875413	1975.48367290344	586.878667853288	578.259348127176	1542.76367196882	1370.06429282468	NA	NA
33	nfe	9197	2389.1051463708	2175.57533521171	640.352765404392	632.440492369238	1684.5777093361	1511.07899816421	NA	NA
33	nfe	10000	2535.89999860129	2332.29642684162	679.551452574649	674.677098628629	1788.1675297125	1622.56348353472	NA	NA
33	nfe	10824	2681.95477212577	2447.54071106038	718.382200075265	710.485203606398	1891.38006850416	1700.99966277572	NA	NA
33	nfe	15000	3352.0168151243	3059.30535972016	896.296487023689	896.441080605381	2365.01711487915	2118.80843443652	NA	NA
33	nfe	15308	3396.7854284493	3107.13751039797	908.170715133435	908.436701952278	2396.66398538985	2152.64496376743	NA	NA
33	nfe	17296	3688.66015248172	3360.43720264937	985.454545874364	974.660145896665	2603.12613001874	2332.72559072754	NA	NA
33	nfe	20000	4065.9636791889	3665.46556301257	1085.16158167734	1066.12078273563	2870.16645200055	2540.39899183807	NA	NA
33	nfe	25000	4696.99667746718	4221.57861655467	1251.77086207407	1226.89770241511	3316.84643542756	2930.73512570069	NA	NA
33	nfe	30000	5269.15794508142	4716.75243619784	1402.30938909659	1371.1532507193	3722.25086268577	3279.65777569278	NA	NA
33	nfe	35000	5801.37764972012	5193.05619317339	1542.07544171573	1508.47986499255	4099.55480440761	3611.29156196492	NA	NA
33	nfe	40000	6288.40840052529	5642.00225583443	1669.78023822226	1618.15294210236	4444.9386381155	3942.14067900059	NA	NA
33	nfe	45000	6752.72135008721	6103.19603131882	1791.26922248207	1766.73203221814	4774.39998508029	4247.80745800586	NA	NA
33	nfe	50000	7191.22378795375	6497.62638453042	1905.78074702806	1880.69259826216	5085.7136084052	4518.80103692331	NA	NA
33	nfe	55000	7604.5709416467	6899.85677991464	2013.19154753926	1986.71569832461	5379.62714052304	4806.06042588174	NA	NA
33	nfe	56885	7752.19913593815	7020.59144518037	2051.65971070912	2021.93624425531	5484.49206093453	4891.57454521678	NA	NA
33	sas	10	10.9871846283473	8	3.00281977291245	3	7.69977534147451	5	NA	NA
33	sas	20	22.3645712656537	17.9420373972681	6.08276380850222	5.99850968703428	15.6957564860719	11.9435277102338	NA	NA
33	sas	50	54.5044059763375	44.5110631314998	14.7627711775148	15.9479761127734	38.3092656044754	28.5630870187264	NA	NA
33	sas	100	102.33368225283	82.189540537876	27.6426300694396	25.0502305411148	71.990205954325	57.1393099967612	NA	NA
33	sas	200	185.787713391906	152.724200121358	50.1504493564956	50.2764496824616	130.730901241854	101.447750438896	NA	NA
33	sas	500	377.441741173038	303.594973234361	101.848106489857	93.4275007992884	265.615328872261	207.69307034524	NA	NA
33	sas	1000	623.102345021341	522.108673960478	168.182967479124	167.283000382812	438.456328299593	351.351271487834	NA	NA
33	sas	2000	1006.6225732273	851.691745872727	271.419408725894	276.167041285281	708.534689746013	565.102396134277	NA	NA
33	sas	3070	1342.45558106138	1131.14596727907	361.792727786134	371.125373609762	945.028941300887	745.650378852801	NA	NA
33	sas	5000	1844.24660893796	1573.32475460008	496.421690379411	505.164958705266	1298.68552305794	1049.84316502794	NA	NA
33	sas	5040	1853.86980275389	1579.63855024758	498.965026453573	506.612502408744	1305.50203666879	1054.70941697195	NA	NA
33	sas	8128	2510.42124645554	2132.95927535711	674.50536597172	661.10075684125	1768.67416968844	1446.59835993875	NA	NA
33	sas	9197	2709.60939310716	2306.15189509433	727.640943253749	722.70345733149	1909.28222610115	1554.18976949869	NA	NA
33	sas	10000	2853.64833144391	2427.4775380081	766.094313158889	756.411620047248	2010.92299293224	1639.8072496967	NA	NA
33	sas	10824	2997.14428002771	2553.63541268404	804.238543989687	792.511495466754	2112.3196793339	1728.86524895314	NA	NA
33	sas	15000	3651.33196211719	3125.24578841154	978.211848926901	962.835425338548	2574.46313524388	2118.80677831629	NA	NA
33	sas	15308	3696.3005928271	3167.42221345884	990.137074490681	973.778542757689	2606.25698441761	2147.56568385462	NA	NA
42	afr	10	18.787275625957	4	5.61766751647317	2	12.4020079280935	2	0.767600181390352	NA
42	afr	20	36.4277212492414	18	10.886991734658	5	24.0406001927497	13	1.50012932183376	NA
42	afr	50	79.3147511424262	50.440766405076	23.7107117621169	16.440766405076	52.3292753393672	34	3.27476404094207	NA
42	afr	100	131.96568677803	91.2197699357513	39.4351848174718	30.3344564043982	87.0852226064566	60.8853135313531	5.44527935410143	NA
42	afr	200	213.238204041555	153.240303592891	63.6866121288901	53.7873799986444	140.767605772413	96.4529235942462	8.78398614025124	NA
