block	pop	downsample	exp_all	obs_all	N_bp	per_kb
75	nfe	8128	900.688498087935	697.648261758691	19220	36.2980365118986
75	nfe	9197	980.721151558282	751.546012269939	19220	39.1022899203922
75	nfe	10000	1038.92492726176	781.137014314928	19220	40.641884199528
75	nfe	10824	1096.60011175869	824.932515337423	19220	42.9205262922697
75	nfe	15000	1357.9833800818	1023.21676891616	19220	53.2370847511009
75	nfe	15308	1375.14343398773	1037.21676891616	19220	53.9654926595297
75	nfe	17296	1487.3882900818	1153.01226993865	19220	59.9902325670474
75	nfe	20000	1631.34798615542	1264.39877300613	19220	65.7855761189454
75	nfe	25000	1868.60246936605	1450.68302658487	19220	75.4777849419807
75	nfe	30000	2080.95454642127	1610.86503067485	19220	83.8119162682024
75	nfe	35000	2276.66292427403	1772.35378323108	19220	92.2140365885057
75	nfe	40000	2453.38000329243	1897.33128834356	19220	98.7165082384787
75	nfe	45000	2620.26552599182	2025.61554192229	19220	105.391027155166
75	nfe	50000	2776.75886807771	2164.89979550102	19220	112.637866571333
75	nfe	55000	2923.78912145194	2278.49079754601	19220	118.547908301041
75	nfe	56885	2975.71581997955	2323.081799591	19220	120.867939624922
76	nfe	10	2.91200985992481	3	27204	0.110277900308778
76	nfe	20	5.76654317017544	5	27204	0.18379650051463
76	nfe	50	15.2417870263993	9	27204	0.330833700926334
76	nfe	100	30.1437017457811	16.7552213868003	27204	0.615910211248357
76	nfe	200	58.294261877193	40.7552213868003	27204	1.49813341371858
76	nfe	500	135.356354637427	82.5104427736007	27204	3.03302612754009
76	nfe	1000	246.365260834586	145.265664160401	27204	5.33986414352305
76	nfe	2000	434.517962506266	261.286549707602	27204	9.60471069355984
76	nfe	3070	606.681912322473	395.062656641604	27204	14.5222267549479
76	nfe	5000	877.540509181287	550.104427736007	27204	20.2214537470963
76	nfe	5040	882.513023324979	553.104427736007	27204	20.3317316474051
76	nfe	8128	1243.3838746533	794.390977443609	27204	29.2012563389064
76	nfe	9197	1353.80439147034	881.167084377611	27204	32.391085295457
76	nfe	10000	1434.1280272264	940.677527151211	27204	34.5786475206297
76	nfe	10824	1513.64581290727	1000.18796992481	27204	36.7662097458025
76	nfe	15000	1874.20128802005	1278.53717627402	27204	46.9981317554044
76	nfe	15308	1897.92272142022	1300.53717627402	27204	47.8068363576687
76	nfe	17296	2052.79647811195	1433.33416875522	27204	52.6883608570512
76	nfe	20000	2251.27897385965	1587.13116123642	27204	58.3418306585951
76	nfe	25000	2578.32488597327	1849.72514619883	27204	67.9946017570515
76	nfe	30000	2870.99662556391	2082.03258145363	27204	76.5340604857238
76	nfe	35000	3140.46575689223	2310.34001670844	27204	84.9264820139847
76	nfe	40000	3383.80255547201	2536.89223057644	27204	93.2543828325408
76	nfe	45000	3613.66801278195	2714.44444444444	27204	99.7810779460535
76	nfe	50000	3829.18800025063	2887.99665831245	27204	106.160735859155
76	nfe	55000	4031.49446691729	3051.79365079365	27204	112.181798661728
76	nfe	56885	4102.95892497911	3106.54887218045	27204	114.194562276888
77	nfe	10	2.9048449841	3	26076	0.115048320294524
77	nfe	20	5.764112316	5	26076	0.191747200490873
77	nfe	50	15.225955448	12	26076	0.460193281178095
77	nfe	100	30.091523433	26	26076	0.997085442552539
77	nfe	200	58.22427733	54	26076	2.07086976530143
77	nfe	500	135.17727578	112	26076	4.29513729099555
77	nfe	1000	246.04435291	188	26076	7.20969473845682
77	nfe	2000	434.17957455	328	26076	12.5786163522013
77	nfe	3070	606.4707747	455	26076	17.4489952446694
77	nfe	5000	877.8784977	689	26076	26.4227642276423
77	nfe	5040	882.8773698	697	26076	26.7295597484277
77	nfe	8128	1245.1999077	996	26076	38.1960423377819
77	nfe	9197	1356.1792422	1084	26076	41.5707930664212
77	nfe	10000	1436.9578232	1146	26076	43.9484583525081
77	nfe	10824	1516.9658037	1208	26076	46.3261236385949
77	nfe	15000	1880.2746572	1519	26076	58.2527995091272
77	nfe	15308	1904.2462226	1537	26076	58.9430894308943
77	nfe	17296	2060.6012636	1680	26076	64.4270593649333
77	nfe	20000	2261.1318487	1863	26076	71.4450069028992
77	nfe	25000	2592.1337138	2161	26076	82.8731400521552
77	nfe	30000	2888.8091368	2436	26076	93.4192360791533
77	nfe	35000	3162.1910116	2703	26076	103.658536585366
77	nfe	40000	3409.5386176	2913	26076	111.711919005983
77	nfe	45000	3643.4646107	3159	26076	121.145881270133
77	nfe	50000	3863.014881	3348	26076	128.393925448688
77	nfe	55000	4069.151076	3525	26076	135.181776346065
77	nfe	56885	4142.09124	3577	26076	137.17594723117
78	nfe	10	3.32978474144444	7	29892	0.234176368259066
78	nfe	20	6.60866060349495	15	29892	0.501806503412284
78	nfe	50	17.4628009307071	31	29892	1.03706677371872
78	nfe	100	34.4921602526263	40	29892	1.33815067576609
78	nfe	200	66.7776127452525	61	29892	2.04067978054329
78	nfe	500	155.043631853535	122.214141414141	29892	4.08852339803764
78	nfe	1000	282.058376009091	227.214141414141	29892	7.60116892192363
78	nfe	2000	497.843893231313	401.428282828283	29892	13.4292881984572
78	nfe	3070	695.438070836364	552.070707070707	29892	18.4688447434333
78	nfe	5000	1007.06201489495	800.927272727273	29892	26.7940342809873
78	nfe	5040	1012.80695385253	802.927272727273	29892	26.8609418147756
78	nfe	8128	1428.98407225253	1124.21212121212	29892	37.6091302426107
78	nfe	9197	1556.48026823232	1227.42626262626	29892	41.0620320696594
78	nfe	10000	1649.36789608081	1308.6404040404	29892	43.7789510250368
78	nfe	10824	1741.31598761616	1384.6404040404	29892	46.3214373089924
78	nfe	15000	2159.16460557576	1736.49696969697	29892	58.0923648366443
78	nfe	15308	2186.7623649798	1751.49696969697	29892	58.5941713400565
78	nfe	17296	2366.68730046465	1908.92525252525	29892	63.8607404163405
78	nfe	20000	2597.49024944444	2105.35353535354	29892	70.4320064014967
78	nfe	25000	2978.81796214141	2430.2101010101	29892	81.2996822230062
78	nfe	30000	3320.72884266667	2737.63838383838	29892	91.5843163334129
78	nfe	35000	3635.86442961616	2997.28080808081	29892	100.270333469852
78	nfe	40000	3921.20705658586	3247.35151515152	29892	108.636140611251
78	nfe	45000	4191.15869870707	3480.42222222222	29892	116.43323371545
78	nfe	50000	4444.53084749495	3708.63636363636	29892	124.067856404267
78	nfe	55000	4682.24914887879	3934.85050505051	29892	131.635571559297
78	nfe	56885	4766.4848399798	4006.85050505051	29892	134.044242775676
79	nfe	10	5.858587011	2	51234	0.0390365772729047
79	nfe	20	11.598639773	7	51234	0.136628020455167
79	nfe	50	30.66163689	22	51234	0.429402350001952
79	nfe	100	60.61940562	48	51234	0.936877854549713
79	nfe	200	117.25606754	89	51234	1.73712768864426
79	nfe	500	272.3899396	197	51234	3.84510286138111
79	nfe	1000	495.5572275	364	51234	7.10465706366866
79	nfe	2000	874.2616535	667	51234	13.0186985205137
79	nfe	3070	1220.7039854	941	51234	18.3667096069017
79	nfe	5000	1766.4048322	1395	51234	27.228012647851
79	nfe	5040	1776.411606	1404	51234	27.4036772455791
79	nfe	8128	2503.626892	1969	51234	38.4315103251747
79	nfe	9197	2726.221095	2163	51234	42.2180583206464
79	nfe	10000	2888.2668	2289	51234	44.6773626888394
79	nfe	10824	3048.652008	2418	51234	47.1952219229418
79	nfe	15000	3776.165614	3065	51234	59.8235546707265
79	nfe	15308	3824.040719	3107	51234	60.6433227934575
79	nfe	17296	4136.656939	3363	51234	65.6400046843893
79	nfe	20000	4537.459999	3720	51234	72.6080337276028
79	nfe	25000	5198.517789	4322	51234	84.3580434867471
79	nfe	30000	5790.22206	4881	51234	95.2687668345239
79	nfe	35000	6335.407272	5375	51234	104.910801420931
79	nfe	40000	6828.032115	5810	51234	113.401256977788
79	nfe	45000	7293.394722	6264	51234	122.262560018738
79	nfe	50000	7729.832151	6658	51234	129.9527657415
79	nfe	55000	8139.261594	7041	51234	137.428270289261
79	nfe	56885	8284.137507	7180	51234	140.141312409728
80	nfe	10	2.25768796195073	3	18402	0.163025758069775
80	nfe	20	4.44993822208601	3	18402	0.163025758069775
80	nfe	50	11.7798076290085	12.9662752183077	18402	0.70461228226865
80	nfe	100	23.3188221995386	19.3300356620892	18402	1.05043123910929
80	nfe	200	45.0603558935476	35.3131732712431	18402	1.91898561413124
80	nfe	500	104.7320901996	74.9861384860229	18402	4.07489069046967
80	nfe	1000	190.484582491597	124.633810114534	18402	6.77284045834877
80	nfe	2000	335.736673115614	221.230657856285	18402	12.022098568432
80	nfe	3070	468.360246444174	313.727298876335	18402	17.0485435754991
80	nfe	5000	676.854679009793	478.428064359319	18402	25.9986992913444
80	nfe	5040	680.656447444283	481.419633163896	18402	26.1612668820724
80	nfe	8128	957.36297926215	725.5119175881	18402	39.4257101178187
80	nfe	9197	1041.885132044	801.4943242881	18402	43.5547399352299
80	nfe	10000	1103.36123818212	869.028916070799	18402	47.2246992756656
80	nfe	10824	1164.155145234	908.664424717863	18402	49.3785688902219
80	nfe	15000	1439.06271989842	1098.14226810032	18402	59.6751585751723
80	nfe	15308	1457.04469152251	1117.81993272449	18402	60.744480639305
80	nfe	17296	1574.72309934479	1217.36643000793	18402	66.1540283669128
80	nfe	20000	1725.38108507089	1349.02577042295	18402	73.3086496262879
80	nfe	25000	1973.10374767229	1540.85521126774	18402	83.7330296308956
80	nfe	30000	2194.1095868151	1712.07913646113	18402	93.0376663656738
80	nfe	35000	2397.40029552014	1911.71197895229	18402	103.886098193256
80	nfe	40000	2580.45989007922	2083.68498683349	18402	113.231441519046
80	nfe	45000	2752.93891378493	2230.5404521737	18402	121.211849373639
80	nfe	50000	2914.32393492805	2364.15789409232	18402	128.472877627014
80	nfe	55000	3065.62972161811	2526.03912644724	18402	137.269814500991
80	nfe	56885	3119.00840315994	2568.32303763197	18402	139.567603392673
81	nfe	10	2.0820601	1	18270	0.0547345374931582
81	nfe	20	4.1264312	4	18270	0.218938149972633
81	nfe	50	10.9185884	8	18270	0.437876299945265
81	nfe	100	21.577213	15	18270	0.821018062397373
81	nfe	200	41.777761	35	18270	1.91570881226054
81	nfe	500	96.857074	88	18270	4.81663929939792
81	nfe	1000	176.23887	147	18270	8.04597701149425
81	nfe	2000	310.7093	232	18270	12.6984126984127
81	nfe	3070	433.78939	317	18270	17.3508483853311
81	nfe	5000	627.26305	475	18270	25.9989053092501
81	nfe	5040	630.83401	477	18270	26.1083743842365
81	nfe	8128	888.57158	658	18270	36.0153256704981
81	nfe	9197	967.36016	733	18270	40.1204159824849
81	nfe	10000	1024.68595	773	18270	42.3097974822113
81	nfe	10824	1081.3828	821	18270	44.9370552818829
81	nfe	15000	1338.483	1000	18270	54.7345374931582
81	nfe	15308	1355.4511	1017	18270	55.6650246305419
81	nfe	17296	1465.9046	1112	18270	60.8648056923919
81	nfe	20000	1607.3119	1220	18270	66.776135741653
81	nfe	25000	1840.1331	1398	18270	76.5188834154351
81	nfe	30000	2048.3443	1571	18270	85.9879584017515
81	nfe	35000	2239.7238	1732	18270	94.80021893815
81	nfe	40000	2412.5848	1882	18270	103.010399562124
81	nfe	45000	2575.8249	2005	18270	109.742747673782
81	nfe	50000	2728.864	2130	18270	116.584564860427
81	nfe	55000	2872.2667	2271	18270	124.302134646962
81	nfe	56885	2922.9814	2318	18270	126.874657909141
82	nfe	10	0.703386001034483	0	6609	0
82	nfe	20	1.40356116356322	0	6609	0
82	nfe	50	3.6967259954023	3	6609	0.453926463912846
82	nfe	100	7.29699706781609	7	6609	1.05916174912997
82	nfe	200	14.1249918869732	13.9616858237548	6609	2.11252622541304
82	nfe	500	32.8177363908046	31.8467432950192	6609	4.8186931903494
82	nfe	1000	59.7682296551724	61.6934865900383	6609	9.33476873809022
82	nfe	2000	105.657170045977	102.578544061303	6609	15.5210385930251
82	nfe	3070	147.781756954023	136.386973180077	6609	20.6365521531362
82	nfe	5000	214.399992375479	208.965517241379	6609	31.6183261070327
82	nfe	5040	215.633495517241	211.965517241379	6609	32.0722525709455
82	nfe	8128	305.090204827586	303.735632183908	6609	45.9578804938581
82	nfe	9197	332.597348850575	330.620689655172	6609	50.0258268505329
82	nfe	10000	352.638885019157	349.620689655172	6609	52.9006944553143
82	nfe	10824	372.536235670498	368.505747126437	6609	55.758170241555
82	nfe	15000	463.25736210728	450.122605363985	6609	68.1075208600371
82	nfe	15308	469.275917203065	455.122605363985	6609	68.8640649665585
82	nfe	17296	508.515680689655	488.007662835249	6609	73.839864251059
82	nfe	20000	558.999655900383	544.931034482759	6609	82.4528725197093
82	nfe	25000	642.738669808429	622.586206896552	6609	94.2027851258212
82	nfe	30000	718.167984329502	696.35632183908	6609	105.364854265256
82	nfe	35000	787.935411149425	770.819923371648	6609	116.631854043221
82	nfe	40000	851.345902643678	828.628352490421	6609	125.378779314635
82	nfe	45000	911.529870191571	880.590038314176	6609	133.241040749611
82	nfe	50000	968.170922298851	943.475095785441	6609	142.75610467324
82	nfe	55000	1021.47943750958	1000.24521072797	6609	151.345923850502
82	nfe	56885	1040.41140770115	1018.20689655172	6609	154.063685361132
83	nfe	10	0.7469037	0	7302	0
83	nfe	20	1.4942389	1	7302	0.136948781155848
83	nfe	50	3.928685	2	7302	0.273897562311695
83	nfe	100	7.755563	6	7302	0.821692686935086
83	nfe	200	15.006371	14	7302	1.91728293618187
83	nfe	500	34.86938	35	7302	4.79320734045467
83	nfe	1000	63.56323	72	7302	9.86031224322103
83	nfe	2000	112.4246	111	7302	15.2013147082991
83	nfe	3070	157.33422	148	7302	20.2684196110655
83	nfe	5000	228.38272	209	7302	28.6222952615722
83	nfe	5040	229.70156	212	7302	29.0331416050397
83	nfe	8128	325.3288	300	7302	41.0846343467543
83	nfe	9197	354.7733	324	7302	44.3714050944947
83	nfe	10000	376.2163	347	7302	47.5212270610792
83	nfe	10824	397.5402	362	7302	49.5754587784169
83	nfe	15000	494.8644	466	7302	63.818132018625
83	nfe	15308	501.33	469	7302	64.2289783620926
83	nfe	17296	543.4924	495	7302	67.7896466721446
83	nfe	20000	597.8034	542	7302	74.2262393864695
83	nfe	25000	687.9841	646	7302	88.4689126266776
83	nfe	30000	769.371	737	7302	100.93125171186
83	nfe	35000	844.7349	806	7302	110.380717611613
83	nfe	40000	913.3144	868	7302	118.871542043276
83	nfe	45000	978.4858	932	7302	127.63626403725
83	nfe	50000	1039.8855	985	7302	134.89454943851
83	nfe	55000	1097.7821	1038	7302	142.15283483977
83	nfe	56885	1118.3288	1052	7302	144.070117775952
84	nfe	10	0.5711344	0	5775	0
84	nfe	20	1.1358982	0	5775	0
84	nfe	50	2.9904732	0	5775	0
84	nfe	100	5.915042	2	5775	0.346320346320346
84	nfe	200	11.424878	8	5775	1.38528138528139
84	nfe	500	26.577069	20	5775	3.46320346320346
84	nfe	1000	48.439763	38	5775	6.58008658008658
84	nfe	2000	85.58057	68	5775	11.7748917748918
84	nfe	3070	119.6371	99	5775	17.1428571428571
84	nfe	5000	173.38055	154	5775	26.6666666666667
84	nfe	5040	174.36707	156	5775	27.012987012987
84	nfe	8128	246.34162	212	5775	36.7099567099567
84	nfe	9197	268.45486	224	5775	38.7878787878788
84	nfe	10000	284.53735	241	5775	41.7316017316017
84	nfe	10824	300.51949	252	5775	43.6363636363636
84	nfe	15000	373.18601	318	5775	55.0649350649351
84	nfe	15308	377.9729	321	5775	55.5844155844156
84	nfe	17296	409.30975	344	5775	59.5670995670996
84	nfe	20000	449.62416	393	5775	68.051948051948
84	nfe	25000	516.3276	463	5775	80.1731601731602
84	nfe	30000	576.3054	514	5775	89.004329004329
84	nfe	35000	631.7843	555	5775	96.1038961038961
84	nfe	40000	682.0744	608	5775	105.281385281385
84	nfe	45000	729.6969	640	5775	110.822510822511
84	nfe	50000	774.4938	671	5775	116.190476190476
84	nfe	55000	816.7295	717	5775	124.155844155844
84	nfe	56885	831.6529	738	5775	127.792207792208
85	nfe	10	1.82790953519661	0	19972	0
85	nfe	20	3.66734246714459	4	19972	0.200280392549569
85	nfe	50	9.63938025479129	8	19972	0.400560785099139
85	nfe	100	18.9910073549909	15	19972	0.751051472060885
85	nfe	200	36.8078141551724	37.0447670901391	19972	1.85483512368011
85	nfe	500	85.5565336807018	82.1343012704174	19972	4.11247252505595
85	nfe	1000	155.79654062311	152.313369630974	19972	7.62634536505978
85	nfe	2000	275.91169608167	249.447670901391	19972	12.4898693621766
85	nfe	3070	386.39467461222	349.604355716878	19972	17.5047244000039
85	nfe	5000	561.927469501512	491.962492437992	19972	24.6326102762864
85	nfe	5040	565.203448606776	497.962492437992	19972	24.9330308651108
85	nfe	8128	802.233181258923	686.253478523896	19972	34.3607790168183
85	nfe	9197	875.356478085904	738.320629159105	19972	36.9677863588577
85	nfe	10000	928.748883476104	796.477313974592	19972	39.8796972749145
85	nfe	10824	981.809869014519	839.656382335148	19972	42.0416774652087
85	nfe	15000	1224.80201746521	1063.0592861464	19972	53.2274827832165
85	nfe	15308	1241.0270222686	1086.08166969147	19972	54.3802157866748
85	nfe	17296	1346.65354257108	1183.21597096189	19972	59.2437397837918
85	nfe	20000	1482.88986971567	1287.3502722323	19972	64.45775446787
85	nfe	25000	1710.01448476104	1504.574107683	19972	75.3341732266673
85	nfe	30000	1915.48874243194	1681.82032667877	19972	84.2089088062673
85	nfe	35000	2106.09779057471	1841.06654567453	19972	92.1823826193936
85	nfe	40000	2280.13726935874	1999.29038112523	19972	100.104665588085
85	nfe	45000	2445.8463493043	2168.58136721113	19972	108.581081875182
85	nfe	50000	2602.1742661222	2307.89473684211	19972	115.556515964456
85	nfe	55000	2749.38756067756	2446.16333938294	19972	122.479638462995
85	nfe	56885	2801.84814521476	2490.27525710829	19972	124.688326512532
86	nfe	10	1.93643404102694	1	23553	0.042457436419989
86	nfe	20	3.88650036015152	3	23553	0.127372309259967
86	nfe	50	10.1986086328283	10	23553	0.42457436419989
86	nfe	100	20.0817915013468	19	23553	0.80669129197979
86	nfe	200	38.9046149604377	36.9688552188552	23553	1.56960281997432
86	nfe	500	90.7057103956229	83.9065656565657	23553	3.56245767658327
86	nfe	1000	165.048673811448	162.906565656566	23553	6.91659515376241
86	nfe	2000	292.808421513468	278.688552188552	23553	11.8324014855242
86	nfe	3070	410.292585722222	384.563973063973	23553	16.327600435782
86	nfe	5000	597.950159003367	585.28367003367	23553	24.8496442081123
86	nfe	5040	601.437984191919	588.28367003367	23553	24.9770165173723
86	nfe	8128	855.461182845118	795.159090909091	23553	33.760416546049
86	nfe	9197	934.0381053367	873.003367003367	23553	37.0654849489817
86	nfe	10000	991.543030538721	932.878787878788	23553	39.60764182392
86	nfe	10824	1048.74772506734	983.754208754209	23553	41.7676817710784
86	nfe	15000	1311.25123350168	1205.41161616162	23553	51.1786870530981
86	nfe	15308	1328.77617861953	1214.41161616162	23553	51.560803980878
86	nfe	17296	1443.1197426936	1318.28703703704	23553	55.9710880582958
86	nfe	20000	1591.03990530303	1460.16245791246	23553	61.9947547196731
86	nfe	25000	1838.67972001684	1698.85101010101	23553	72.1288587483976
86	nfe	30000	2063.25464920875	1894.69528619529	23553	80.4439046488893
86	nfe	35000	2272.38597021886	2098.44612794613	23553	89.0946430580448
86	nfe	40000	2463.79660341751	2283.19696969697	23553	96.9386901752206
86	nfe	45000	2646.27637838384	2457.04124579125	23553	104.319672474472
86	nfe	50000	2818.63088579125	2643.79208754209	23553	112.248634464488
86	nfe	55000	2981.07218558923	2795.7297979798	23553	118.699520145196
86	nfe	56885	3039.15413008417	2853.66750841751	23553	121.159406802425
87	nfe	10	1.10828362	1	14607	0.0684603272403642
87	nfe	20	2.2438383	3	14607	0.205380981721093
87	nfe	50	5.8590867	6	14607	0.410761963442185
87	nfe	100	11.5369939	6	14607	0.410761963442185
87	nfe	200	22.33411	19	14607	1.30074621756692
87	nfe	500	52.031154	51	14607	3.49147668925857
87	nfe	1000	94.959425	88	14607	6.02450879715205
87	nfe	2000	168.67735	155	14607	10.6113507222565
87	nfe	3070	236.76457	220	14607	15.0612719928801
87	nfe	5000	345.49715	326	14607	22.3180666803587
87	nfe	5040	347.53445	326	14607	22.3180666803587
87	nfe	8128	495.72523	441	14607	30.1910043130006
87	nfe	9197	541.74196	477	14607	32.6555760936537
87	nfe	10000	575.34103	501	14607	34.2986239474225
87	nfe	10824	608.91634	527	14607	36.0785924556719
87	nfe	15000	763.45263	686	14607	46.9637844868898
87	nfe	15308	773.81649	704	14607	48.1960703772164
87	nfe	17296	841.43995	776	14607	53.1252139385226
87	nfe	20000	929.13541	864	14607	59.1497227356747
87	nfe	25000	1076.23475	997	14607	68.2549462586431
87	nfe	30000	1210.27831	1114	14607	76.2648045457657
87	nfe	35000	1335.3661	1226	14607	83.9323611966865
87	nfe	40000	1450.1744	1333	14607	91.2576162114055
87	nfe	45000	1559.992	1422	14607	97.3505853357979
87	nfe	50000	1663.9794	1521	14607	104.128157732594
87	nfe	55000	1762.4738	1605	14607	109.878825220785
87	nfe	56885	1797.6235	1637	14607	112.069555692476
88	nfe	10	1.03072921	0	14055	0
88	nfe	20	2.0632796	2	14055	0.142298114549982
88	nfe	50	5.4238835	6	14055	0.426894343649947
88	nfe	100	10.6519791	13	14055	0.924937744574884
88	nfe	200	20.676937	26	14055	1.84987548914977
88	nfe	500	48.371021	56	14055	3.9843472073995
88	nfe	1000	87.680431	102	14055	7.25720384204909
88	nfe	2000	155.84944	176	14055	12.5222340803984
88	nfe	3070	218.38544	236	14055	16.7911775168979
88	nfe	5000	319.16789	367	14055	26.1117040199217
88	nfe	5040	321.03334	367	14055	26.1117040199217
88	nfe	8128	457.54975	551	14055	39.2031305585201
88	nfe	9197	499.84413	601	14055	42.7605834222697
88	nfe	10000	530.97943	637	14055	45.3219494841693
88	nfe	10824	561.85365	673	14055	47.883315546069
88	nfe	15000	703.97179	843	14055	59.9786552828175
88	nfe	15308	713.48278	853	14055	60.6901458555674
88	nfe	17296	775.49612	921	14055	65.5282817502668
88	nfe	20000	855.88728	996	14055	70.8644610458911
88	nfe	25000	991.23036	1140	14055	81.1099252934899
88	nfe	30000	1114.07879	1278	14055	90.9284951974386
88	nfe	35000	1228.8385	1426	14055	101.458555674137
88	nfe	40000	1334.1816	1547	14055	110.067591604411
88	nfe	45000	1434.6864	1663	14055	118.32088224831
88	nfe	50000	1529.6118	1768	14055	125.791533262184
88	nfe	55000	1618.7363	1863	14055	132.550693703308
88	nfe	56885	1650.8345	1900	14055	135.183208822483
89	nfe	10	0.754850243576538	0	11045	0
89	nfe	20	1.52126370972818	1	11045	0.0905387052965143
89	nfe	50	3.98397854062947	4	11045	0.362154821186057
89	nfe	100	7.83040369828326	5.72818311874106	11045	0.518622283272165
89	nfe	200	15.1841697596567	11.7281831187411	11045	1.06185451505125
89	nfe	500	35.4580829527897	29.4563662374821	11045	2.66694126188158
89	nfe	1000	64.481854111588	58.6409155937053	11045	5.30927257525625
89	nfe	2000	114.634232403433	112.738197424893	11045	10.2071704323126
89	nfe	3070	160.813405779685	149.466380543634	11045	13.5324925797767
89	nfe	5000	234.999032188841	224.83547925608	11045	20.3563131965668
89	nfe	5040	236.382720801145	226.83547925608	11045	20.5373906071598
89	nfe	8128	337.302726795422	316.204577968526	11045	28.628753098101
89	nfe	9197	368.628055178827	345.932761087268	11045	31.3203043084896
89	nfe	10000	391.607713934192	364.660944206009	11045	33.0159297606165
89	nfe	10824	414.489924062947	384.660944206009	11045	34.8267038665468
89	nfe	15000	519.907949670958	493.030042918455	11045	44.6383017581218
89	nfe	15308	526.974972632332	500.758226037196	11045	45.338001451987
89	nfe	17296	573.08839472103	540.399141630901	11045	48.9270386266094
89	nfe	20000	632.914480715308	617.137339055794	11045	55.8748156682475
89	nfe	25000	733.578678226037	703.778254649499	11045	63.7191719918062
89	nfe	30000	825.195390600858	788.690987124464	11045	71.4070608532788
89	nfe	35000	910.798483547926	870.875536480687	11045	78.8479435473687
89	nfe	40000	989.451829613734	930.972818311874	11045	84.2890736362041
89	nfe	45000	1064.62503619456	994.885550786838	11045	90.0756496864498
89	nfe	50000	1135.75364778255	1055.16738197425	11045	95.5334886350611
89	nfe	55000	1202.84524391989	1117.08011444921	11045	101.138987274713
89	nfe	56885	1226.8893323319	1147.26466380544	11045	103.871857293385
90	nfe	10	0.9909616	0	13677	0
90	nfe	20	2.0006471	2	13677	0.146230898588872
90	nfe	50	5.2337667	9	13677	0.658039043649923
90	nfe	100	10.2892003	20	13677	1.46230898588872
90	nfe	200	19.945738	35	13677	2.55904072530526
90	nfe	500	46.560615	67	13677	4.89873510272721
90	nfe	1000	84.744492	104	13677	7.60400672662133
90	nfe	2000	150.66988	173	13677	12.6489727279374
90	nfe	3070	211.43232	240	13677	17.5477078306646
90	nfe	5000	308.98209	333	13677	24.3474446150472
90	nfe	5040	310.8036	334	13677	24.4205600643416
90	nfe	8128	443.66237	475	13677	34.7298384148571
90	nfe	9197	484.92724	513	13677	37.5082254880456
90	nfe	10000	515.17188	539	13677	39.409227169701
90	nfe	10824	545.32047	566	13677	41.3833443006507
90	nfe	15000	684.25474	721	13677	52.7162389412883
90	nfe	15308	693.57661	736	13677	53.8129706807048
90	nfe	17296	754.39498	798	13677	58.3461285369599
90	nfe	20000	833.32386	881	13677	64.414710828398
90	nfe	25000	966.09846	1018	13677	74.4315273817358
90	nfe	30000	1087.0751	1149	13677	84.0096512393069
90	nfe	35000	1200.1047	1261	13677	92.1985815602837
90	nfe	40000	1303.9845	1365	13677	99.802588286905
90	nfe	45000	1403.3562	1452	13677	106.163632375521
90	nfe	50000	1497.4016	1552	13677	113.475177304965
90	nfe	55000	1586.1938	1636	13677	119.616875045697
90	nfe	56885	1618.0081	1668	13677	121.956569423119
91	nfe	10	0.5914856	2	7245	0.276052449965493
91	nfe	20	1.1888294	2	7245	0.276052449965493
91	nfe	50	3.11455	4	7245	0.552104899930987
91	nfe	100	6.1388651	6	7245	0.82815734989648
91	nfe	200	11.87912	9	7245	1.24223602484472
91	nfe	500	27.691819	27	7245	3.72670807453416
91	nfe	1000	50.461731	49	7245	6.76328502415459
91	nfe	2000	89.51419	82	7245	11.3181504485852
91	nfe	3070	125.46479	115	7245	15.8730158730159
91	nfe	5000	182.78604	171	7245	23.6024844720497
91	nfe	5040	183.85124	172	7245	23.7405106970324
91	nfe	8128	261.51058	258	7245	35.6107660455487
91	nfe	9197	285.54748	288	7245	39.7515527950311
91	nfe	10000	303.10645	305	7245	42.0979986197378
91	nfe	10824	320.60489	319	7245	44.0303657694962
91	nfe	15000	400.8726	379	7245	52.311939268461
91	nfe	15308	406.22268	387	7245	53.416149068323
91	nfe	17296	441.1917	420	7245	57.9710144927536
91	nfe	20000	486.44512	461	7245	63.6300897170462
91	nfe	25000	562.14413	533	7245	73.567977915804
91	nfe	30000	630.83808	604	7245	83.367839889579
91	nfe	35000	694.8237	660	7245	91.0973084886128
91	nfe	40000	753.366	716	7245	98.8267770876466
91	nfe	45000	809.1979	774	7245	106.832298136646
91	nfe	50000	861.9429	823	7245	113.595583160801
91	nfe	55000	911.7714	870	7245	120.08281573499
91	nfe	56885	929.5349	880	7245	121.463077984817
93	nfe	10	0.370707	0	3183	0
93	nfe	20	0.720743	0	3183	0
93	nfe	50	1.914365	2	3183	0.628338045868677
93	nfe	100	3.79101	3	3183	0.942507068803016
93	nfe	200	7.31559	5	3183	1.57084511467169
93	nfe	500	17.13854	14	3183	4.39836632108074
93	nfe	1000	31.0135	27	3183	8.48256361922714
93	nfe	2000	54.7325	50	3183	15.7084511467169
93	nfe	3070	76.2274	76	3183	23.8768457430097
93	nfe	5000	110.3423	111	3183	34.8727615457116
93	nfe	5040	110.9485	111	3183	34.8727615457116
93	nfe	8128	155.9118	166	3183	52.1520578071002
93	nfe	9197	169.6468	185	3183	58.1212692428527
93	nfe	10000	179.7046	196	3183	61.5771284951304
93	nfe	10824	189.5925	205	3183	64.4046497015394
